Date,Temperature (C),Apparent Temperature (C),Humidity,Wind Speed (km/h),Wind Bearing (degrees),Visibility (km),Pressure (millibars),Precip Type,Summary,Temperature (C)_lag_1,Temperature (C)_lag_2,Temperature (C)_lag_3,Temperature (C)_lag_4,Temperature (C)_lag_5,Temperature (C)_lag_6,Temperature (C)_lag_7,temp_roll7_mean,temp_roll7_std
2006-01-30,-0.11712962962962947,-1.5138888888888886,0.78375,5.685983333333334,143.08333333333334,6.829083333333334,1029.2675,rain,Overcast,0.48402777777777795,-3.4930555555555554,-6.629166666666666,-7.934722222222223,-9.775462962962964,-10.83472222222222,-11.469444444444443,-5.471461640211641,4.523047298799987
2006-01-31,-1.432175925925926,-4.195601851851852,0.8845833333333334,8.744312500000001,302.0416666666667,4.8964125,1023.7208333333333,snow,Overcast,-0.11712962962962947,0.48402777777777795,-3.4930555555555554,-6.629166666666666,-7.934722222222223,-9.775462962962964,-10.83472222222222,-4.128240740740741,4.034627399582011
2006-02-01,-1.9511574074074074,-3.985648148148148,0.8641666666666666,6.619783333333334,208.41666666666666,5.037958333333333,1024.91375,snow,Overcast,-1.432175925925926,-0.11712962962962947,0.48402777777777795,-3.4930555555555554,-6.629166666666666,-7.934722222222223,-9.775462962962964,-3.0104828042328045,3.2086394546982917
2006-02-02,-3.4657407407407406,-5.094212962962962,0.9141666666666667,5.485404166666666,276.625,2.797375,1020.4925,snow,Foggy,-1.9511574074074074,-1.432175925925926,-0.11712962962962947,0.48402777777777795,-3.4930555555555554,-6.629166666666666,-7.934722222222223,-2.3720568783068785,2.411023821404901
2006-02-03,-3.4025462962962956,-4.517592592592592,0.7912500000000001,3.9210208333333334,231.95833333333334,5.284154166666667,1019.5541666666667,snow,Overcast,-3.4657407407407406,-1.9511574074074074,-1.432175925925926,-0.11712962962962947,0.48402777777777795,-3.4930555555555554,-6.629166666666666,-1.911111111111111,1.6497395194727429
2006-02-04,-3.7203703703703703,-6.902314814814814,0.8095833333333333,7.9258958333333345,304.5833333333333,4.495925000000001,1022.59125,snow,Overcast,-3.4025462962962956,-3.4657407407407406,-1.9511574074074074,-1.432175925925926,-0.11712962962962947,0.48402777777777795,-3.4930555555555554,-1.9435846560846564,1.687865121818369
2006-02-05,-5.609953703703703,-10.66111111111111,0.6979166666666666,14.9951375,88.83333333333333,8.887870833333332,1027.5525,snow,Clear,-3.7203703703703703,-3.4025462962962956,-3.4657407407407406,-1.9511574074074074,-1.432175925925926,-0.11712962962962947,0.48402777777777795,-2.8141534391534395,1.795228018879687
2006-02-06,-7.019907407407408,-12.766435185185186,0.6679166666666667,15.305733333333334,167.45833333333334,11.863016666666667,1026.9424999999999,snow,Clear,-5.609953703703703,-3.7203703703703703,-3.4025462962962956,-3.4657407407407406,-1.9511574074074074,-1.432175925925926,-0.11712962962962947,-3.8002645502645502,1.9555299787513822
2006-02-07,-5.681712962962963,-9.753935185185187,0.6454166666666666,12.839079166666666,223.04166666666666,10.632037500000001,1022.2595833333334,snow,Mostly Cloudy,-7.019907407407408,-5.609953703703703,-3.7203703703703703,-3.4025462962962956,-3.4657407407407406,-1.9511574074074074,-1.432175925925926,-4.40734126984127,1.7462719518797496
2006-02-08,-1.7069444444444442,-5.58287037037037,0.9029166666666667,11.182791666666667,171.66666666666666,6.056283333333334,1011.0233333333334,snow,Overcast,-5.681712962962963,-7.019907407407408,-5.609953703703703,-3.7203703703703703,-3.4025462962962956,-3.4657407407407406,-1.9511574074074074,-4.3724537037037035,1.8049736024001002
2006-02-09,-1.2187500000000002,-4.547916666666667,0.9316666666666666,9.786116666666667,228.66666666666666,2.4941583333333335,1007.1333333333333,snow,Foggy,-1.7069444444444442,-5.681712962962963,-7.019907407407408,-5.609953703703703,-3.7203703703703703,-3.4025462962962956,-3.4657407407407406,-4.051455026455026,2.158317856964413
2006-02-10,-1.3437500000000002,-2.593055555555556,0.9716666666666667,5.1781625,190.875,0.6621125,1012.2904166666667,snow,Foggy,-1.2187500000000002,-1.7069444444444442,-5.681712962962963,-7.019907407407408,-5.609953703703703,-3.7203703703703703,-3.4025462962962956,-3.75734126984127,2.389389025377134
2006-02-11,-1.3381944444444445,-3.820138888888889,0.9254166666666667,8.172091666666667,290.0416666666667,4.4415875,1019.0004166666666,snow,Foggy,-1.3437500000000002,-1.2187500000000002,-1.7069444444444442,-5.681712962962963,-7.019907407407408,-5.609953703703703,-3.7203703703703703,-3.417030423280423,2.5591438573921317
2006-02-12,-1.2958333333333336,-5.406481481481482,0.8145833333333333,13.165104166666667,304.0416666666667,10.4328,1023.0308333333334,snow,Overcast,-1.3381944444444445,-1.3437500000000002,-1.2187500000000002,-1.7069444444444442,-5.681712962962963,-7.019907407407408,-5.609953703703703,-2.8007275132275136,2.4605915054097283
2006-02-13,-2.424537037037037,-5.0502314814814815,0.7991666666666667,8.093604166666667,243.83333333333334,10.007491666666667,1023.25375,snow,Partly Cloudy,-1.2958333333333336,-1.3381944444444445,-1.3437500000000002,-1.2187500000000002,-1.7069444444444442,-5.681712962962963,-7.019907407407408,-2.144246031746032,1.6150504680037494
2006-02-14,-1.0837962962962966,-2.432175925925926,0.8595833333333333,5.3834375,203.33333333333334,6.453416666666667,1023.7712500000001,snow,Mostly Cloudy,-2.424537037037037,-1.2958333333333336,-1.3381944444444445,-1.3437500000000002,-1.2187500000000002,-1.7069444444444442,-5.681712962962963,-1.487400793650794,0.4548057771360825
2006-02-15,-1.7689814814814815,-5.259027777777778,0.92125,11.876433333333333,144.375,3.2911083333333333,1019.5629166666666,snow,Foggy,-1.0837962962962966,-2.424537037037037,-1.2958333333333336,-1.3381944444444445,-1.3437500000000002,-1.2187500000000002,-1.7069444444444442,-1.496263227513228,0.4603672880638843
2006-02-16,1.9944444444444447,-2.5453703703703705,0.9512499999999999,19.274383333333336,167.25,2.728279166666667,1002.6304166666667,rain,Foggy,-1.7689814814814815,-1.0837962962962966,-2.424537037037037,-1.2958333333333336,-1.3381944444444445,-1.3437500000000002,-1.2187500000000002,-1.0372354497354501,1.4085873061176033
2006-02-17,3.7356481481481487,0.9331018518518516,0.9408333333333334,12.562025,189.20833333333334,8.419629166666667,1001.8825,rain,Mostly Cloudy,1.9944444444444447,-1.7689814814814815,-1.0837962962962966,-2.424537037037037,-1.2958333333333336,-1.3381944444444445,-1.3437500000000002,-0.311607142857143,2.2695601917902777
2006-02-18,5.8939814814814815,3.5543981481481484,0.8170833333333333,14.577879166666667,174.75,11.822095833333334,1010.8429166666666,rain,Mostly Cloudy,3.7356481481481487,1.9944444444444447,-1.7689814814814815,-1.0837962962962966,-2.424537037037037,-1.2958333333333336,-1.3381944444444445,0.7215608465608464,3.185613933796469
2006-02-19,7.663425925925925,5.844212962962963,0.7370833333333334,11.577241666666666,188.08333333333334,12.223925000000001,1012.1066666666667,rain,Partly Cloudy,5.8939814814814815,3.7356481481481487,1.9944444444444447,-1.7689814814814815,-1.0837962962962966,-2.424537037037037,-1.2958333333333336,2.001455026455026,3.9484495803656428
2006-02-20,8.063657407407408,6.05162037037037,0.7729166666666667,15.804833333333335,160.125,11.689941666666668,1010.90625,rain,Mostly Cloudy,7.663425925925925,5.8939814814814815,3.7356481481481487,1.9944444444444447,-1.7689814814814815,-1.0837962962962966,-2.424537037037037,3.4997685185185183,3.9788568971957097
2006-02-21,7.004166666666666,5.686342592592593,0.8908333333333333,9.006608333333334,161.5,8.6779,929.1904166666667,rain,Overcast,8.063657407407408,7.663425925925925,5.8939814814814815,3.7356481481481487,1.9944444444444447,-1.7689814814814815,-1.0837962962962966,4.655191798941798,3.5803755045315744
2006-02-22,4.846990740740741,2.6814814814814816,0.8562500000000001,9.818316666666666,296.2916666666667,9.502354166666667,1018.2941666666667,rain,Mostly Cloudy,7.004166666666666,8.063657407407408,7.663425925925925,5.8939814814814815,3.7356481481481487,1.9944444444444447,-1.7689814814814815,5.600330687830687,2.2146596571797907
2006-02-23,1.9636574074074076,-0.47407407407407387,0.8566666666666666,10.479758333333335,139.875,8.742970833333333,1020.7108333333334,rain,Mostly Cloudy,4.846990740740741,7.004166666666666,8.063657407407408,7.663425925925925,5.8939814814814815,3.7356481481481487,1.9944444444444447,5.595932539682539,2.223028936878345
2006-02-24,3.3557870370370364,-0.6622685185185185,0.8808333333333334,18.148054166666668,51.291666666666664,10.058475,1014.7454166666666,rain,Overcast,1.9636574074074076,4.846990740740741,7.004166666666666,8.063657407407408,7.663425925925925,5.8939814814814815,3.7356481481481487,5.541666666666666,2.2799168949038457
2006-02-25,1.7509259259259256,0.859722222222222,0.9345833333333333,5.1540125,127.5,6.549345833333334,1012.4333333333334,rain,Overcast,3.3557870370370364,1.9636574074074076,4.846990740740741,7.004166666666666,8.063657407407408,7.663425925925925,5.8939814814814815,4.949801587301587,2.6764898036912332
2006-02-26,0.588425925925926,-2.890509259259259,0.9075000000000001,12.054875000000001,225.125,6.394383333333334,1009.6595833333334,rain,Overcast,1.7509259259259256,3.3557870370370364,1.9636574074074076,4.846990740740741,7.004166666666666,8.063657407407408,7.663425925925925,3.9390873015873007,2.8133201930760228
2006-02-27,-2.0777777777777775,-5.993981481481481,0.7591666666666667,14.2464875,246.95833333333334,10.391879166666667,676.2333333333333,snow,Mostly Cloudy,0.588425925925926,1.7509259259259256,3.3557870370370364,1.9636574074074076,4.846990740740741,7.004166666666666,8.063657407407408,2.490310846560846,2.9435391782003055
2006-02-28,-3.582175925925926,-8.411574074074073,0.7954166666666667,14.161962500000001,135.125,7.68775,842.14125,snow,Overcast,-2.0777777777777775,0.588425925925926,1.7509259259259256,3.3557870370370364,1.9636574074074076,4.846990740740741,7.004166666666666,0.9779761904761898,2.957381888736544
2006-03-01,-2.5400462962962957,-6.679166666666666,0.8420833333333334,12.371508333333333,207.5,8.739616666666667,1008.6883333333334,snow,Partly Cloudy,-3.582175925925926,-2.0777777777777775,0.588425925925926,1.7509259259259256,3.3557870370370364,1.9636574074074076,4.846990740740741,-0.07731481481481538,2.6485335785834065
2006-03-02,-1.770138888888889,-4.858564814814815,0.8766666666666666,9.719704166666668,151.375,6.5587375,1008.0779166666666,snow,Foggy,-2.5400462962962957,-3.582175925925926,-2.0777777777777775,0.588425925925926,1.7509259259259256,3.3557870370370364,1.9636574074074076,-0.6107142857142863,2.5428612973805103
2006-03-03,-0.6562500000000001,-4.815509259259259,0.8020833333333334,15.353362500000001,188.83333333333334,10.204045833333334,1009.7800000000001,rain,Partly Cloudy,-1.770138888888889,-2.5400462962962957,-3.582175925925926,-2.0777777777777775,0.588425925925926,1.7509259259259256,3.3557870370370364,-1.1838624338624346,1.860390220092822
2006-03-04,7.493981481481481,4.509722222222223,0.75875,22.925729166666667,177.29166666666666,12.372179166666667,999.3445833333334,rain,Mostly Cloudy,-0.6562500000000001,-1.770138888888889,-2.5400462962962957,-3.582175925925926,-2.0777777777777775,0.588425925925926,1.7509259259259256,-0.3634259259259264,3.713634573737228
2006-03-05,2.7493055555555554,-1.2432870370370368,0.9079166666666666,17.3075,174.25,8.1083625,791.8241666666667,rain,Overcast,7.493981481481481,-0.6562500000000001,-1.770138888888889,-2.5400462962962957,-3.582175925925926,-2.0777777777777775,0.588425925925926,-0.05472883597883652,3.8914973244686157
2006-03-06,-1.0752314814814814,-5.250925925925926,0.8583333333333334,12.843104166666668,312.0833333333333,6.577520833333334,1010.28375,snow,Clear,2.7493055555555554,7.493981481481481,-0.6562500000000001,-1.770138888888889,-2.5400462962962957,-3.582175925925926,-2.0777777777777775,0.08849206349206293,3.82246913230017
2006-03-07,-0.9900462962962964,-6.129166666666666,0.6741666666666667,18.336558333333333,263.5833333333333,11.244508333333334,1012.9491666666667,snow,Partly Cloudy,-1.0752314814814814,2.7493055555555554,7.493981481481481,-0.6562500000000001,-1.770138888888889,-2.5400462962962957,-3.582175925925926,0.45879629629629576,3.5212967908497763
2006-03-08,-1.2423611111111112,-4.697222222222222,0.68125,12.281616666666666,148.58333333333334,10.932570833333335,1017.0233333333334,snow,Clear,-0.9900462962962964,-1.0752314814814814,2.7493055555555554,7.493981481481481,-0.6562500000000001,-1.770138888888889,-2.5400462962962957,0.6441798941798936,3.3679245987346906
2006-03-09,0.5631944444444442,-4.314120370370371,0.7529166666666667,19.521250000000002,165.25,10.069208333333334,1010.6433333333333,rain,Overcast,-1.2423611111111112,-0.9900462962962964,-1.0752314814814814,2.7493055555555554,7.493981481481481,-0.6562500000000001,-1.770138888888889,0.9775132275132268,3.200451590416205
2006-03-10,4.463425925925926,2.1097222222222225,0.8745833333333333,10.656858333333334,175.79166666666666,9.105220833333334,1005.2154166666666,rain,Overcast,0.5631944444444442,-1.2423611111111112,-0.9900462962962964,-1.0752314814814814,2.7493055555555554,7.493981481481481,-0.6562500000000001,1.708895502645502,3.3465232487444467
2006-03-11,4.631944444444445,2.4717592592592594,0.8541666666666666,10.195995833333333,279.0416666666667,8.044633333333334,1002.85125,rain,Overcast,4.463425925925926,0.5631944444444442,-1.2423611111111112,-0.9900462962962964,-1.0752314814814814,2.7493055555555554,7.493981481481481,1.3000330687830683,2.617318062164093
2006-03-12,2.685185185185185,-2.2354166666666666,0.7925,26.501270833333336,56.458333333333336,9.232008333333333,1009.5391666666666,rain,Breezy and Overcast,4.631944444444445,4.463425925925926,0.5631944444444442,-1.2423611111111112,-0.9900462962962964,-1.0752314814814814,2.7493055555555554,1.2908730158730155,2.6115063127709384
2006-03-13,-1.4967592592592593,-8.533564814814815,0.9049999999999999,31.941729166666665,28.708333333333332,4.278575,1015.63625,snow,Breezy and Foggy,2.685185185185185,4.631944444444445,4.463425925925926,0.5631944444444442,-1.2423611111111112,-0.9900462962962964,-1.0752314814814814,1.2306547619047612,2.6791432359380565
2006-03-14,-0.17361111111111083,-4.509722222222222,0.8591666666666667,14.795900000000001,273.4166666666667,6.264241666666667,1019.1441666666666,rain,Overcast,-1.4967592592592593,2.685185185185185,4.631944444444445,4.463425925925926,0.5631944444444442,-1.2423611111111112,-0.9900462962962964,1.3472883597883591,2.5823786370699224
2006-03-15,1.210185185185185,0.04236111111111124,0.7970833333333333,5.3029375,297.4166666666667,8.459879166666667,1020.9083333333333,rain,Overcast,-0.17361111111111083,-1.4967592592592593,2.685185185185185,4.631944444444445,4.463425925925926,0.5631944444444442,-1.2423611111111112,1.6976521164021159,2.326130768604361
2006-03-16,2.777083333333334,2.423842592592593,0.8116666666666666,3.7298333333333336,230.70833333333334,4.858175,1021.225,rain,Overcast,1.210185185185185,-0.17361111111111083,-1.4967592592592593,2.685185185185185,4.631944444444445,4.463425925925926,0.5631944444444442,2.013921957671957,2.296493608780987
2006-03-17,3.309259259259259,1.5203703703703704,0.8570833333333333,8.141904166666666,151.5,7.765566666666667,1019.8299999999999,rain,Mostly Cloudy,2.777083333333334,1.210185185185185,-0.17361111111111083,-1.4967592592592593,2.685185185185185,4.631944444444445,4.463425925925926,1.849041005291005,2.1264534757124243
2006-03-18,3.272916666666667,2.8328703703703706,0.8345833333333333,4.3865791666666665,283.8333333333333,9.547970833333334,1019.3762499999999,rain,Mostly Cloudy,3.309259259259259,2.777083333333334,1.210185185185185,-0.17361111111111083,-1.4967592592592593,2.685185185185185,4.631944444444445,1.6548941798941796,1.877491487994064
2006-03-19,3.775,2.2509259259259258,0.7879166666666667,7.3892291666666665,217.5,8.6135,1015.8820833333333,rain,Clear,3.272916666666667,3.309259259259259,2.777083333333334,1.210185185185185,-0.17361111111111083,-1.4967592592592593,2.685185185185185,1.81058201058201,2.017156577686936
2006-03-20,5.810185185185186,4.137731481481482,0.74375,11.301529166666667,195.91666666666666,8.316320833333334,1011.1770833333334,rain,Clear,3.775,3.272916666666667,3.309259259259259,2.777083333333334,1.210185185185185,-0.17361111111111083,-1.4967592592592593,2.854431216931217,1.9080747309510475
2006-03-21,9.02962962962963,7.932407407407408,0.7133333333333334,12.965866666666665,213.70833333333334,10.8936625,1009.295,rain,Overcast,5.810185185185186,3.775,3.272916666666667,3.309259259259259,2.777083333333334,1.210185185185185,-0.17361111111111083,4.169179894179893,2.5399665870128567
2006-03-22,11.01898148148148,10.41412037037037,0.8520833333333333,9.501683333333334,152.08333333333334,12.211179166666668,1006.1666666666666,rain,Overcast,9.02962962962963,5.810185185185186,3.775,3.272916666666667,3.309259259259259,2.777083333333334,1.210185185185185,5.570436507936508,3.243662358950001
2006-03-23,5.435185185185184,1.1414351851851852,0.7291666666666666,25.215283333333332,14.666666666666666,10.015541666666667,1005.7800000000001,rain,Overcast,11.01898148148148,9.02962962962963,5.810185185185186,3.775,3.272916666666667,3.309259259259259,2.777083333333334,5.9501653439153435,3.0092686274613296
2006-03-24,3.046990740740741,-0.49259259259259297,0.6783333333333333,14.555070833333334,140.875,12.166904166666667,1016.4216666666666,rain,Partly Cloudy,5.435185185185184,11.01898148148148,9.02962962962963,5.810185185185186,3.775,3.272916666666667,3.309259259259259,5.912698412698412,3.048999766736045
2006-03-25,7.516666666666667,5.502546296296296,0.6741666666666667,14.032491666666667,167.04166666666666,11.8516125,889.2679166666667,rain,Mostly Cloudy,3.046990740740741,5.435185185185184,11.01898148148148,9.02962962962963,5.810185185185186,3.775,3.272916666666667,6.518948412698412,2.8521889407054335
2006-03-26,12.522916666666667,12.099768518518518,0.7020833333333334,11.772454166666668,221.25,11.080154166666667,381.6675,rain,Overcast,7.516666666666667,3.046990740740741,5.435185185185184,11.01898148148148,9.02962962962963,5.810185185185186,3.775,7.768650793650793,3.3265592869434033
2006-03-27,14.115277777777777,13.77361111111111,0.6925,11.724154166666667,206.875,11.43905,887.2970833333334,rain,Partly Cloudy,12.522916666666667,7.516666666666667,3.046990740740741,5.435185185185184,11.01898148148148,9.02962962962963,5.810185185185186,8.955092592592592,3.9367193972788406
2006-03-28,13.744444444444445,13.431944444444445,0.7070833333333333,15.802820833333334,197.04166666666666,12.203129166666669,1007.8070833333333,rain,Mostly Cloudy,14.115277777777777,12.522916666666667,7.516666666666667,3.046990740740741,5.435185185185184,11.01898148148148,9.02962962962963,9.628637566137566,4.334805902011867
2006-03-29,10.436574074074075,8.74976851851852,0.7216666666666667,25.880079166666672,256.7916666666667,12.242708333333333,1007.4029166666666,rain,Partly Cloudy,13.744444444444445,14.115277777777777,12.522916666666667,7.516666666666667,3.046990740740741,5.435185185185184,11.01898148148148,9.54543650793651,4.3091859543310465
2006-03-30,11.236574074074076,9.859722222222222,0.5879166666666666,18.417729166666668,258.5,12.069633333333334,1015.3979166666667,rain,Partly Cloudy,10.436574074074075,13.744444444444445,14.115277777777777,12.522916666666667,7.516666666666667,3.046990740740741,5.435185185185184,10.374206349206348,3.927939784773893
2006-03-31,10.437037037037037,9.617824074074074,0.8108333333333334,12.194408333333334,238.95833333333334,12.2138625,1013.6208333333334,rain,Mostly Cloudy,11.236574074074076,10.436574074074075,13.744444444444445,14.115277777777777,12.522916666666667,7.516666666666667,3.046990740740741,11.429927248677249,2.2761919410933977
2006-04-01,12.683101851851852,12.208333333333334,0.7200000000000001,11.844904166666668,228.5,12.415783333333332,1016.46375,rain,Partly Cloudy,10.437037037037037,11.236574074074076,10.436574074074075,13.744444444444445,14.115277777777777,12.522916666666667,7.516666666666667,12.167989417989418,1.501664984782263
2006-04-02,12.396296296296297,12.157175925925927,0.7570833333333334,6.555383333333334,179.91666666666666,12.207825,1014.3558333333334,rain,Partly Cloudy,12.683101851851852,10.437037037037037,11.236574074074076,10.436574074074075,13.744444444444445,14.115277777777777,12.522916666666667,12.149900793650792,1.4974337297324196
2006-04-03,12.326157407407408,12.010416666666666,0.7266666666666667,6.442012500000001,210.33333333333334,11.1069875,1013.6804166666667,rain,Partly Cloudy,12.396296296296297,12.683101851851852,10.437037037037037,11.236574074074076,10.436574074074075,13.744444444444445,14.115277777777777,11.894312169312169,1.2359158236951102
2006-04-04,8.624305555555555,7.1685185185185185,0.8354166666666667,10.719245833333334,237.625,10.774254166666667,1014.8495833333333,rain,Partly Cloudy,12.326157407407408,12.396296296296297,12.683101851851852,10.437037037037037,11.236574074074076,10.436574074074075,13.744444444444445,11.162863756613758,1.454290428067497
